task,model,fold,accuracy,balanced_accuracy,macro_f1,weighted_f1,train_class_counts,test_class_counts
arch,rbf_svc_C10,4,0.7,0.5333333333333333,0.53125,0.671875,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,5,0.8,0.6,0.6078431372549019,0.7450980392156862,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,6,0.8095238095238095,0.6666666666666666,0.6911764705882353,0.7731092436974789,"{'plain_arch': 60, 'tented_arch': 20}","{'plain_arch': 15, 'tented_arch': 6}"
arch,rbf_svc_C10,7,0.75,0.5666666666666667,0.5670995670995671,0.7077922077922079,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,8,0.75,0.5,0.42857142857142855,0.6428571428571428,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,9,0.7,0.4666666666666667,0.4117647058823529,0.6176470588235293,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,10,0.8,0.6,0.6078431372549019,0.7450980392156862,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,11,0.6666666666666666,0.4666666666666667,0.4,0.5714285714285714,"{'plain_arch': 60, 'tented_arch': 20}","{'plain_arch': 15, 'tented_arch': 6}"
arch,rbf_svc_C10,12,0.8,0.6,0.6078431372549019,0.7450980392156862,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,13,0.75,0.6333333333333333,0.6415770609318996,0.7401433691756273,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,14,0.8,0.6,0.6078431372549019,0.7450980392156862,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,15,0.75,0.5,0.42857142857142855,0.6428571428571428,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,16,0.7619047619047619,0.5833333333333334,0.5714285714285714,0.693877551020408,"{'plain_arch': 60, 'tented_arch': 20}","{'plain_arch': 15, 'tented_arch': 6}"
arch,rbf_svc_C10,17,0.7,0.4666666666666667,0.4117647058823529,0.6176470588235293,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,18,0.7,0.4666666666666667,0.4117647058823529,0.6176470588235293,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,19,0.8,0.6,0.6078431372549019,0.7450980392156862,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,20,0.85,0.7,0.7402597402597402,0.8246753246753247,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,21,0.7142857142857143,0.5,0.4166666666666667,0.5952380952380952,"{'plain_arch': 60, 'tented_arch': 20}","{'plain_arch': 15, 'tented_arch': 6}"
arch,rbf_svc_C10,22,0.75,0.5,0.42857142857142855,0.6428571428571428,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,23,0.75,0.5666666666666667,0.5670995670995671,0.7077922077922079,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,24,0.65,0.43333333333333335,0.3939393939393939,0.5909090909090909,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,rbf_svc_C10,25,0.85,0.7,0.7402597402597402,0.8246753246753247,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,1,0.6666666666666666,0.5666666666666667,0.5689149560117301,0.656891495601173,"{'plain_arch': 60, 'tented_arch': 20}","{'plain_arch': 15, 'tented_arch': 6}"
arch,mlp_small,2,0.6,0.5333333333333333,0.5238095238095238,0.6190476190476191,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,3,0.8,0.6666666666666667,0.6875,0.78125,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,4,0.6,0.4666666666666667,0.4666666666666667,0.6,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,5,0.65,0.5,0.4982078853046595,0.6362007168458781,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,6,0.8571428571428571,0.75,0.7878787878787878,0.8398268398268398,"{'plain_arch': 60, 'tented_arch': 20}","{'plain_arch': 15, 'tented_arch': 6}"
arch,mlp_small,7,0.6,0.5333333333333333,0.5238095238095238,0.6190476190476191,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,8,0.7,0.6000000000000001,0.6000000000000001,0.7,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,9,0.65,0.43333333333333335,0.3939393939393939,0.5909090909090909,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,10,0.55,0.43333333333333335,0.4357366771159875,0.5626959247648904,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,11,0.5714285714285714,0.5,0.49867374005305043,0.5805229253505116,"{'plain_arch': 60, 'tented_arch': 20}","{'plain_arch': 15, 'tented_arch': 6}"
arch,mlp_small,12,0.65,0.5,0.4982078853046595,0.6362007168458781,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,13,0.65,0.6333333333333333,0.6011396011396011,0.670940170940171,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,14,0.6,0.4666666666666667,0.4666666666666667,0.6,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,15,0.75,0.5,0.42857142857142855,0.6428571428571428,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,16,0.8095238095238095,0.8166666666666667,0.7857142857142857,0.8163265306122449,"{'plain_arch': 60, 'tented_arch': 20}","{'plain_arch': 15, 'tented_arch': 6}"
arch,mlp_small,17,0.7,0.5333333333333333,0.53125,0.671875,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,18,0.7,0.6000000000000001,0.6000000000000001,0.7,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,19,0.65,0.5,0.4982078853046595,0.6362007168458781,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,20,0.6,0.5333333333333333,0.5238095238095238,0.6190476190476191,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,21,0.8571428571428571,0.8,0.81524926686217,0.8529534981147885,"{'plain_arch': 60, 'tented_arch': 20}","{'plain_arch': 15, 'tented_arch': 6}"
arch,mlp_small,22,0.65,0.43333333333333335,0.3939393939393939,0.5909090909090909,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,23,0.75,0.7,0.6865203761755485,0.7570532915360502,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,24,0.55,0.5,0.48717948717948717,0.5769230769230769,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,25,0.6,0.5333333333333333,0.5238095238095238,0.6190476190476191,"{'plain_arch': 60, 'tented_arch': 21}","{'plain_arch': 15, 'tented_arch': 5}"
whorl,majority,1,0.9158878504672897,0.3333333333333333,0.3186991869918699,0.8756781399589696,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,majority,2,0.9158878504672897,0.3333333333333333,0.3186991869918699,0.8756781399589696,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,majority,3,0.9065420560747663,0.3333333333333333,0.31699346405228757,0.8621037199926699,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,majority,4,0.9150943396226415,0.3333333333333333,0.3185550082101806,0.8745236546147411,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,majority,5,0.9150943396226415,0.3333333333333333,0.3185550082101806,0.8745236546147411,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,majority,6,0.9158878504672897,0.3333333333333333,0.3186991869918699,0.8756781399589696,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,majority,7,0.9158878504672897,0.3333333333333333,0.3186991869918699,0.8756781399589696,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,majority,8,0.9065420560747663,0.3333333333333333,0.31699346405228757,0.8621037199926699,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,majority,9,0.9150943396226415,0.3333333333333333,0.3185550082101806,0.8745236546147411,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,majority,10,0.9150943396226415,0.3333333333333333,0.3185550082101806,0.8745236546147411,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,majority,11,0.9158878504672897,0.3333333333333333,0.3186991869918699,0.8756781399589696,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,majority,12,0.9158878504672897,0.3333333333333333,0.3186991869918699,0.8756781399589696,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,majority,13,0.9065420560747663,0.3333333333333333,0.31699346405228757,0.8621037199926699,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,majority,14,0.9150943396226415,0.3333333333333333,0.3185550082101806,0.8745236546147411,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,majority,15,0.9150943396226415,0.3333333333333333,0.3185550082101806,0.8745236546147411,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,majority,16,0.9158878504672897,0.3333333333333333,0.3186991869918699,0.8756781399589696,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,majority,17,0.9158878504672897,0.3333333333333333,0.3186991869918699,0.8756781399589696,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,majority,18,0.9065420560747663,0.3333333333333333,0.31699346405228757,0.8621037199926699,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,majority,19,0.9150943396226415,0.3333333333333333,0.3185550082101806,0.8745236546147411,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,majority,20,0.9150943396226415,0.3333333333333333,0.3185550082101806,0.8745236546147411,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,majority,21,0.9158878504672897,0.3333333333333333,0.3186991869918699,0.8756781399589696,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,majority,22,0.9158878504672897,0.3333333333333333,0.3186991869918699,0.8756781399589696,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,majority,23,0.9065420560747663,0.3333333333333333,0.31699346405228757,0.8621037199926699,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,majority,24,0.9150943396226415,0.3333333333333333,0.3185550082101806,0.8745236546147411,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,majority,25,0.9150943396226415,0.3333333333333333,0.3185550082101806,0.8745236546147411,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C0.1,1,0.8504672897196262,0.5159863945578231,0.47887249457930087,0.866332750611265,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C0.1,2,0.8878504672897196,0.4663265306122449,0.47212821959014856,0.8844769148863271,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C0.1,3,0.8504672897196262,0.41695303550973656,0.40840602696272804,0.8490294751976994,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,logistic_C0.1,4,0.8679245283018868,0.4426116838487973,0.45742649866361207,0.8700209643605871,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C0.1,5,0.8867924528301887,0.5926116838487973,0.566468253968254,0.8906951931716083,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C0.1,6,0.8691588785046729,0.5860544217687075,0.5369480056980057,0.8789789519929707,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C0.1,7,0.8598130841121495,0.39285714285714285,0.39128595600676813,0.8554959912709332,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C0.1,8,0.8785046728971962,0.5592783505154639,0.5516215697562847,0.8818243937608616,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,logistic_C0.1,9,0.8679245283018868,0.37938144329896906,0.39285714285714285,0.8615229110512129,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C0.1,10,0.8584905660377359,0.6621993127147766,0.5706646294881589,0.8756288107009527,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C0.1,11,0.8411214953271028,0.4326530612244898,0.40811965811965817,0.8539420081476156,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C0.1,12,0.8411214953271028,0.4493197278911565,0.4336019957781616,0.8518285366864128,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C0.1,13,0.8878504672897196,0.4306987399770905,0.4258319232938523,0.8746145452820343,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,logistic_C0.1,14,0.8962264150943396,0.46958762886597943,0.4932922407541697,0.886571825358819,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C0.1,15,0.9056603773584906,0.4563573883161512,0.4514382402707276,0.8921559237620917,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C0.1,16,0.9065420560747663,0.5530612244897959,0.5598845598845599,0.8995967687556472,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C0.1,17,0.8504672897196262,0.4527210884353741,0.43917525773195876,0.8571731380672512,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C0.1,18,0.9065420560747663,0.5174684994272623,0.5466763355088228,0.8982372435667184,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,logistic_C0.1,19,0.8584905660377359,0.3759450171821306,0.3759450171821306,0.8584905660377359,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C0.1,20,0.8773584905660378,0.5092783505154639,0.49269901083372586,0.8791848487810947,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C0.1,21,0.897196261682243,0.4697278911564626,0.5149078726968175,0.8895599492791058,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C0.1,22,0.822429906542056,0.3792517006802721,0.3745922087891,0.8340300980851075,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C0.1,23,0.822429906542056,0.406643757159221,0.3954126153079032,0.8323838416317743,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,logistic_C0.1,24,0.8867924528301887,0.38625429553264606,0.39805414551607443,0.8757901541997895,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C0.1,25,0.8773584905660378,0.46271477663230237,0.4685185185185185,0.8742662473794549,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C1,1,0.8504672897196262,0.5159863945578231,0.47887249457930087,0.866332750611265,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C1,2,0.897196261682243,0.4697278911564626,0.48316498316498313,0.8906589257056546,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C1,3,0.8598130841121495,0.42038946162657503,0.4188034188034188,0.8554996405463696,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,logistic_C1,4,0.8679245283018868,0.37938144329896906,0.4047619047619048,0.8632075471698113,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C1,5,0.8962264150943396,0.5960481099656357,0.579292325406315,0.8972880021858417,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C1,6,0.8785046728971962,0.5894557823129252,0.5516215697562847,0.8858677814902695,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C1,7,0.8598130841121495,0.3129251700680272,0.3082077051926298,0.8468510778190015,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C1,8,0.8598130841121495,0.604524627720504,0.5513227513227513,0.8719774514167037,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,logistic_C1,9,0.8773584905660378,0.38281786941580753,0.4065748126661832,0.8681844924541985,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C1,10,0.8773584905660378,0.6690721649484536,0.5975851309184642,0.8890163644880626,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C1,11,0.8411214953271028,0.4326530612244898,0.40811965811965817,0.8539420081476156,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C1,12,0.8411214953271028,0.4493197278911565,0.4336019957781616,0.8518285366864128,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C1,13,0.8878504672897196,0.4306987399770905,0.4258319232938523,0.8746145452820343,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,logistic_C1,14,0.9056603773584906,0.4730240549828179,0.506974506974507,0.8931362138909309,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C1,15,0.9150943396226415,0.45979381443298967,0.468013468013468,0.8990851915380218,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
whorl,logistic_C1,16,0.9065420560747663,0.5530612244897959,0.5598845598845599,0.8995967687556472,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C1,17,0.8598130841121495,0.45612244897959187,0.4484330484330485,0.8632957903985942,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 389}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 98}"
whorl,logistic_C1,18,0.8878504672897196,0.45847651775486825,0.476625574087503,0.8778188176451852,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 20, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 6, 'plain_whorl': 97}"
whorl,logistic_C1,19,0.8679245283018868,0.37938144329896906,0.38518518518518513,0.8645702306079665,"{'central_pocket_loop_whorl': 16, 'double_loop_whorl': 21, 'plain_whorl': 390}","{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 5, 'plain_whorl': 97}"
