task,model,repeat,split,split_seed,train_rows,test_rows,train_subjects,test_subjects,subject_overlap,accuracy,balanced_accuracy,macro_f1,weighted_f1,test_class_counts
whorl,linear_svc_C0.1,5,3,244668,410,123,104,24,0,0.9105691056910569,0.4521739130434783,0.4507936507936508,0.9066976384049554,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 5, 'plain_whorl': 115}"
whorl,linear_svc_C0.1,5,4,244668,437,96,102,26,0,0.84375,0.4407563025210084,0.4451723399700278,0.8324890280453864,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 7, 'plain_whorl': 85}"
whorl,linear_svc_C0.1,5,5,244668,430,103,100,28,0,0.8155339805825242,0.3419452887537994,0.33613613613613613,0.8264439196478032,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 94}"
whorl,linear_svc_C1,1,1,244664,403,130,102,26,0,0.823076923076923,0.28997289972899726,0.3022598870056497,0.8579530638852673,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 5, 'plain_whorl': 123}"
whorl,linear_svc_C1,1,2,244664,420,113,104,24,0,0.8672566371681416,0.32996632996632996,0.30963665086887837,0.8138237637881139,"{'central_pocket_loop_whorl': 8, 'double_loop_whorl': 6, 'plain_whorl': 99}"
whorl,linear_svc_C1,1,3,244664,432,101,103,25,0,0.8217821782178217,0.29432624113475175,0.302367941712204,0.8442352431964508,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 6, 'plain_whorl': 94}"
whorl,linear_svc_C1,1,4,244664,433,100,101,27,0,0.82,0.5059101654846335,0.41073657927590507,0.8549438202247192,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 94}"
whorl,linear_svc_C1,1,5,244664,444,89,102,26,0,0.8426966292134831,0.3759018759018759,0.3730848861283644,0.8087933561309233,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 6, 'plain_whorl': 77}"
whorl,linear_svc_C1,2,1,244665,421,112,102,26,0,0.8482142857142857,0.515256588072122,0.44827586206896547,0.8566590429275157,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 103}"
whorl,linear_svc_C1,2,2,244665,427,106,104,24,0,0.8679245283018868,0.3635912698412698,0.37777777777777777,0.8584905660377359,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 7, 'plain_whorl': 96}"
whorl,linear_svc_C1,2,3,244665,442,91,104,24,0,0.8461538461538461,0.4632034632034632,0.45837290281734727,0.8085323982759879,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 7, 'plain_whorl': 77}"
whorl,linear_svc_C1,2,4,244665,439,94,102,26,0,0.8297872340425532,0.3616858237547893,0.3686274509803922,0.8490613266583229,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 2, 'plain_whorl': 87}"
whorl,linear_svc_C1,2,5,244665,403,130,100,28,0,0.8692307692307693,0.6290322580645161,0.47873551671020015,0.8971484211990541,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 124}"
whorl,linear_svc_C1,3,1,244666,426,107,103,25,0,0.8785046728971962,0.42061923583662714,0.44604810996563576,0.8477502649580886,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 11, 'plain_whorl': 92}"
whorl,linear_svc_C1,3,2,244666,406,127,102,26,0,0.8267716535433071,0.7142857142857143,0.43977384464110125,0.8608865816551692,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 119}"
whorl,linear_svc_C1,3,3,244666,449,84,105,23,0,0.8928571428571429,0.6669590643274854,0.637275307473983,0.8950533855926476,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 3, 'plain_whorl': 76}"
whorl,linear_svc_C1,3,4,244666,438,95,101,27,0,0.8842105263157894,0.41514041514041516,0.3959510357815443,0.906259292298543,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 1, 'plain_whorl': 91}"
whorl,linear_svc_C1,3,5,244666,413,120,101,27,0,0.8166666666666667,0.2996941896024465,0.3010752688172043,0.8204301075268817,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 4, 'plain_whorl': 109}"
whorl,linear_svc_C1,4,1,244667,409,124,103,25,0,0.9193548387096774,0.5386064030131826,0.45242165242165244,0.9206231044940724,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 118}"
whorl,linear_svc_C1,4,2,244667,430,103,101,27,0,0.8058252427184466,0.37701149425287356,0.3707773707773708,0.7734153656483754,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 10, 'plain_whorl': 87}"
whorl,linear_svc_C1,4,3,244667,435,98,106,22,0,0.8367346938775511,0.5218476903870162,0.42424242424242425,0.8367346938775511,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 3, 'plain_whorl': 89}"
whorl,linear_svc_C1,4,4,244667,428,105,102,26,0,0.8285714285714286,0.29896907216494845,0.3020833333333333,0.837202380952381,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 97}"
whorl,linear_svc_C1,4,5,244667,430,103,100,28,0,0.8737864077669902,0.47222222222222215,0.4316177649510983,0.8820521441880664,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 3, 'plain_whorl': 96}"
whorl,linear_svc_C1,5,1,244668,439,94,103,25,0,0.8191489361702128,0.3603762492651381,0.3682539682539683,0.7945288753799393,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 6, 'plain_whorl': 81}"
whorl,linear_svc_C1,5,2,244668,416,117,103,25,0,0.9145299145299145,0.318452380952381,0.31988041853512705,0.9186309455367752,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 1, 'plain_whorl': 112}"
whorl,linear_svc_C1,5,3,244668,410,123,104,24,0,0.9105691056910569,0.4521739130434783,0.4507936507936508,0.9066976384049554,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 5, 'plain_whorl': 115}"
whorl,linear_svc_C1,5,4,244668,437,96,102,26,0,0.8333333333333334,0.4368347338935574,0.4370057160754835,0.8255691605982302,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 7, 'plain_whorl': 85}"
whorl,linear_svc_C1,5,5,244668,430,103,100,28,0,0.8155339805825242,0.3419452887537994,0.3383147853736089,0.8268881102690356,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 94}"
whorl,rbf_svc_C1,1,1,244664,403,130,102,26,0,0.9307692307692308,0.32791327913279134,0.32138114209827356,0.9122280110327919,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 5, 'plain_whorl': 123}"
whorl,rbf_svc_C1,1,2,244664,420,113,104,24,0,0.8672566371681416,0.32996632996632996,0.30963665086887837,0.8138237637881139,"{'central_pocket_loop_whorl': 8, 'double_loop_whorl': 6, 'plain_whorl': 99}"
whorl,rbf_svc_C1,1,3,244664,432,101,103,25,0,0.9306930693069307,0.3333333333333333,0.3213675213675214,0.8972835745112974,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 6, 'plain_whorl': 94}"
whorl,rbf_svc_C1,1,4,244664,433,100,101,27,0,0.93,0.3297872340425532,0.32124352331606215,0.9059067357512953,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 94}"
whorl,rbf_svc_C1,1,5,244664,444,89,102,26,0,0.8651685393258427,0.3333333333333333,0.3092369477911647,0.8026262352781914,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 6, 'plain_whorl': 77}"
whorl,rbf_svc_C1,2,1,244665,421,112,102,26,0,0.9107142857142857,0.3300970873786408,0.3177570093457944,0.8766688918558077,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 103}"
whorl,rbf_svc_C1,2,2,244665,427,106,104,24,0,0.9056603773584906,0.3333333333333333,0.31683168316831684,0.8608257052120306,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 7, 'plain_whorl': 96}"
whorl,rbf_svc_C1,2,3,244665,442,91,104,24,0,0.8351648351648352,0.329004329004329,0.30339321357285426,0.7701520036849377,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 7, 'plain_whorl': 77}"
whorl,rbf_svc_C1,2,4,244665,439,94,102,26,0,0.925531914893617,0.3333333333333333,0.32044198895027626,0.8897378629364053,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 2, 'plain_whorl': 87}"
whorl,rbf_svc_C1,2,5,244665,403,130,100,28,0,0.9461538461538461,0.33064516129032256,0.3241106719367589,0.9274551535421101,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 124}"
whorl,rbf_svc_C1,3,1,244666,426,107,103,25,0,0.8598130841121495,0.3333333333333333,0.3082077051926298,0.7950030526464096,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 11, 'plain_whorl': 92}"
whorl,rbf_svc_C1,3,2,244666,406,127,102,26,0,0.9291338582677166,0.33053221288515405,0.32108843537414966,0.9025871766029246,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 119}"
whorl,rbf_svc_C1,3,3,244666,449,84,105,23,0,0.9047619047619048,0.3333333333333333,0.31666666666666665,0.8595238095238096,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 3, 'plain_whorl': 76}"
whorl,rbf_svc_C1,3,4,244666,438,95,101,27,0,0.9578947368421052,0.3333333333333333,0.32616487455197135,0.9372948500282966,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 1, 'plain_whorl': 91}"
whorl,rbf_svc_C1,3,5,244666,413,120,101,27,0,0.9083333333333333,0.3333333333333333,0.3173216885007278,0.8647016011644832,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 4, 'plain_whorl': 109}"
whorl,rbf_svc_C1,4,1,244667,409,124,103,25,0,0.9435483870967742,0.3305084745762712,0.3236514522821577,0.9239726944184179,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 118}"
whorl,rbf_svc_C1,4,2,244667,430,103,101,27,0,0.8446601941747572,0.3333333333333333,0.30526315789473685,0.7735309146653041,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 10, 'plain_whorl': 87}"
whorl,rbf_svc_C1,4,3,244667,435,98,106,22,0,0.8979591836734694,0.3295880149812734,0.31541218637992835,0.8593372833004169,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 3, 'plain_whorl': 89}"
whorl,rbf_svc_C1,4,4,244667,428,105,102,26,0,0.9142857142857143,0.32989690721649484,0.31840796019900497,0.8824449182658137,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 97}"
whorl,rbf_svc_C1,4,5,244667,430,103,100,28,0,0.9320388349514563,0.3333333333333333,0.32160804020100503,0.8992535492998975,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 3, 'plain_whorl': 96}"
whorl,rbf_svc_C1,5,1,244668,439,94,103,25,0,0.8617021276595744,0.3333333333333333,0.30857142857142855,0.7976899696048633,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 6, 'plain_whorl': 81}"
whorl,rbf_svc_C1,5,2,244668,416,117,103,25,0,0.9487179487179487,0.33035714285714285,0.32456140350877194,0.9320737741790374,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 1, 'plain_whorl': 112}"
whorl,rbf_svc_C1,5,3,244668,410,123,104,24,0,0.9349593495934959,0.3333333333333333,0.32212885154061627,0.9035321445651431,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 5, 'plain_whorl': 115}"
whorl,rbf_svc_C1,5,4,244668,437,96,102,26,0,0.875,0.32941176470588235,0.3111111111111111,0.8263888888888888,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 7, 'plain_whorl': 85}"
whorl,rbf_svc_C1,5,5,244668,430,103,100,28,0,0.9029126213592233,0.3297872340425532,0.3163265306122449,0.8660590449772143,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 94}"
whorl,rbf_svc_C10,1,1,244664,403,130,102,26,0,0.9461538461538461,0.3333333333333333,0.3241106719367589,0.9199756764974156,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 5, 'plain_whorl': 123}"
whorl,rbf_svc_C10,1,2,244664,420,113,104,24,0,0.8761061946902655,0.3333333333333333,0.3113207547169811,0.8182501252295876,"{'central_pocket_loop_whorl': 8, 'double_loop_whorl': 6, 'plain_whorl': 99}"
whorl,rbf_svc_C10,1,3,244664,432,101,103,25,0,0.9306930693069307,0.3333333333333333,0.3213675213675214,0.8972835745112974,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 6, 'plain_whorl': 94}"
whorl,rbf_svc_C10,1,4,244664,433,100,101,27,0,0.94,0.3333333333333333,0.3230240549828179,0.9109278350515464,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 94}"
whorl,rbf_svc_C10,1,5,244664,444,89,102,26,0,0.8651685393258427,0.3333333333333333,0.3092369477911647,0.8026262352781914,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 6, 'plain_whorl': 77}"
whorl,rbf_svc_C10,2,1,244665,421,112,102,26,0,0.9196428571428571,0.3333333333333333,0.31937984496124033,0.8811461794019934,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 103}"
whorl,rbf_svc_C10,2,2,244665,427,106,104,24,0,0.9056603773584906,0.3333333333333333,0.31683168316831684,0.8608257052120306,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 7, 'plain_whorl': 96}"
whorl,rbf_svc_C10,2,3,244665,442,91,104,24,0,0.8461538461538461,0.3333333333333333,0.3055555555555555,0.7756410256410255,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 7, 'plain_whorl': 77}"
whorl,rbf_svc_C10,2,4,244665,439,94,102,26,0,0.925531914893617,0.3333333333333333,0.32044198895027626,0.8897378629364053,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 2, 'plain_whorl': 87}"
whorl,rbf_svc_C10,2,5,244665,403,130,100,28,0,0.9538461538461539,0.3333333333333333,0.32545931758530183,0.9313143549364022,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 124}"
whorl,rbf_svc_C10,3,1,244666,426,107,103,25,0,0.8598130841121495,0.3333333333333333,0.3082077051926298,0.7950030526464096,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 11, 'plain_whorl': 92}"
whorl,rbf_svc_C10,3,2,244666,406,127,102,26,0,0.937007874015748,0.3333333333333333,0.32249322493224936,0.9065360732347482,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 119}"
whorl,rbf_svc_C10,3,3,244666,449,84,105,23,0,0.9047619047619048,0.3333333333333333,0.31666666666666665,0.8595238095238096,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 3, 'plain_whorl': 76}"
whorl,rbf_svc_C10,3,4,244666,438,95,101,27,0,0.9578947368421052,0.3333333333333333,0.32616487455197135,0.9372948500282966,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 1, 'plain_whorl': 91}"
whorl,rbf_svc_C10,3,5,244666,413,120,101,27,0,0.9083333333333333,0.3333333333333333,0.3173216885007278,0.8647016011644832,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 4, 'plain_whorl': 109}"
whorl,rbf_svc_C10,4,1,244667,409,124,103,25,0,0.9516129032258065,0.3333333333333333,0.325068870523416,0.928019194881365,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 118}"
whorl,rbf_svc_C10,4,2,244667,430,103,101,27,0,0.8446601941747572,0.3333333333333333,0.30526315789473685,0.7735309146653041,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 10, 'plain_whorl': 87}"
whorl,rbf_svc_C10,4,3,244667,435,98,106,22,0,0.8979591836734694,0.3295880149812734,0.31541218637992835,0.8593372833004169,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 3, 'plain_whorl': 89}"
whorl,rbf_svc_C10,4,4,244667,428,105,102,26,0,0.9238095238095239,0.3333333333333333,0.3201320132013201,0.8872230080150872,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 97}"
whorl,rbf_svc_C10,4,5,244667,430,103,100,28,0,0.9320388349514563,0.3333333333333333,0.32160804020100503,0.8992535492998975,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 3, 'plain_whorl': 96}"
whorl,rbf_svc_C10,5,1,244668,439,94,103,25,0,0.8617021276595744,0.3333333333333333,0.30857142857142855,0.7976899696048633,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 6, 'plain_whorl': 81}"
whorl,rbf_svc_C10,5,2,244668,416,117,103,25,0,0.9572649572649573,0.3333333333333333,0.3260553129548763,0.9363639756652857,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 1, 'plain_whorl': 112}"
whorl,rbf_svc_C10,5,3,244668,410,123,104,24,0,0.9349593495934959,0.3333333333333333,0.32212885154061627,0.9035321445651431,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 5, 'plain_whorl': 115}"
whorl,rbf_svc_C10,5,4,244668,437,96,102,26,0,0.8854166666666666,0.3333333333333333,0.3130755064456722,0.8316068139963169,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 7, 'plain_whorl': 85}"
whorl,rbf_svc_C10,5,5,244668,430,103,100,28,0,0.9029126213592233,0.3297872340425532,0.3163265306122449,0.8660590449772143,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 94}"
