task,model,repeat,split,split_seed,train_rows,test_rows,train_subjects,test_subjects,subject_overlap,accuracy,balanced_accuracy,macro_f1,weighted_f1,test_class_counts
arch,rbf_svc_C10,3,4,244666,71,30,23,8,0,0.8333333333333334,0.58,0.5956873315363882,0.8023360287511231,"{'plain_arch': 25, 'tented_arch': 5}"
arch,rbf_svc_C10,3,5,244666,75,26,23,8,0,0.7307692307692307,0.5,0.4222222222222222,0.6170940170940171,"{'plain_arch': 19, 'tented_arch': 7}"
arch,rbf_svc_C10,4,1,244668,76,25,26,5,0,0.76,0.5714285714285714,0.5535714285714286,0.687142857142857,"{'plain_arch': 18, 'tented_arch': 7}"
arch,rbf_svc_C10,4,2,244668,81,20,24,7,0,0.7,0.4375,0.4117647058823529,0.6588235294117647,"{'plain_arch': 16, 'tented_arch': 4}"
arch,rbf_svc_C10,4,3,244668,93,8,26,5,0,0.625,0.5,0.38461538461538464,0.4807692307692308,"{'plain_arch': 5, 'tented_arch': 3}"
arch,rbf_svc_C10,4,4,244668,91,10,25,6,0,0.6,0.6000000000000001,0.5833333333333333,0.5833333333333333,"{'plain_arch': 5, 'tented_arch': 5}"
arch,rbf_svc_C10,4,5,244668,63,38,23,8,0,0.7894736842105263,0.4838709677419355,0.4411764705882353,0.7198142414860681,"{'plain_arch': 31, 'tented_arch': 7}"
arch,rbf_svc_C10,5,1,244669,84,17,27,4,0,0.7058823529411765,0.46153846153846156,0.41379310344827586,0.6328600405679513,"{'plain_arch': 13, 'tented_arch': 4}"
arch,rbf_svc_C10,5,2,244669,82,19,24,7,0,0.6842105263157895,0.5416666666666666,0.525,0.7131578947368421,"{'plain_arch': 16, 'tented_arch': 3}"
arch,rbf_svc_C10,5,3,244669,91,10,28,3,0,0.3,0.5,0.23076923076923078,0.13846153846153847,"{'plain_arch': 3, 'tented_arch': 7}"
arch,rbf_svc_C10,5,4,244669,73,28,22,9,0,0.6428571428571429,0.47368421052631576,0.391304347826087,0.5310559006211181,"{'plain_arch': 19, 'tented_arch': 9}"
arch,rbf_svc_C10,5,5,244669,74,27,23,8,0,0.8518518518518519,0.4791666666666667,0.46,0.8177777777777778,"{'plain_arch': 24, 'tented_arch': 3}"
arch,mlp_small,1,1,244664,85,16,26,5,0,0.5625,0.4583333333333333,0.45893719806763283,0.5772946859903382,"{'plain_arch': 12, 'tented_arch': 4}"
arch,mlp_small,1,2,244664,82,19,24,7,0,0.7368421052631579,0.6282051282051282,0.6360153256704981,0.7065940713853599,"{'plain_arch': 13, 'tented_arch': 6}"
arch,mlp_small,1,3,244664,81,20,25,6,0,0.55,0.36666666666666664,0.3548387096774194,0.5322580645161291,"{'plain_arch': 15, 'tented_arch': 5}"
arch,mlp_small,1,4,244664,73,28,24,7,0,0.5357142857142857,0.39473684210526316,0.3488372093023256,0.473421926910299,"{'plain_arch': 19, 'tented_arch': 9}"
arch,mlp_small,1,5,244664,83,18,25,6,0,0.4444444444444444,0.46875,0.375,0.5370370370370371,"{'plain_arch': 16, 'tented_arch': 2}"
arch,mlp_small,2,1,244665,82,19,24,7,0,0.5789473684210527,0.5170454545454546,0.4571428571428572,0.49774436090225566,"{'plain_arch': 11, 'tented_arch': 8}"
arch,mlp_small,2,2,244665,75,26,24,7,0,0.7692307692307693,0.5797101449275363,0.5568181818181819,0.7928321678321678,"{'plain_arch': 23, 'tented_arch': 3}"
arch,mlp_small,2,3,244665,79,22,26,5,0,0.6363636363636364,0.4895833333333333,0.48235294117647054,0.6106951871657753,"{'plain_arch': 16, 'tented_arch': 6}"
arch,mlp_small,2,4,244665,78,23,24,7,0,0.4782608695652174,0.5944444444444444,0.46923076923076923,0.5083612040133779,"{'plain_arch': 18, 'tented_arch': 5}"
arch,mlp_small,2,5,244665,90,11,26,5,0,0.6363636363636364,0.5,0.3888888888888889,0.494949494949495,"{'plain_arch': 7, 'tented_arch': 4}"
arch,mlp_small,3,1,244666,95,6,27,4,0,0.3333333333333333,0.2,0.25,0.4166666666666667,"{'plain_arch': 5, 'tented_arch': 1}"
arch,mlp_small,3,2,244666,91,10,27,4,0,0.5,0.6428571428571428,0.4949494949494949,0.47474747474747475,"{'plain_arch': 3, 'tented_arch': 7}"
arch,mlp_small,3,3,244666,72,29,24,7,0,0.6551724137931034,0.536231884057971,0.5292207792207793,0.6719659650694134,"{'plain_arch': 23, 'tented_arch': 6}"
arch,mlp_small,3,4,244666,71,30,23,8,0,0.8,0.64,0.64,0.8,"{'plain_arch': 25, 'tented_arch': 5}"
arch,mlp_small,3,5,244666,75,26,23,8,0,0.6538461538461539,0.6278195488721805,0.6067226890756303,0.6695539754363283,"{'plain_arch': 19, 'tented_arch': 7}"
arch,mlp_small,4,1,244668,76,25,26,5,0,0.68,0.4722222222222222,0.40476190476190477,0.5828571428571429,"{'plain_arch': 18, 'tented_arch': 7}"
arch,mlp_small,4,2,244668,81,20,24,7,0,0.65,0.5,0.4982078853046595,0.6637992831541218,"{'plain_arch': 16, 'tented_arch': 4}"
arch,mlp_small,4,3,244668,93,8,26,5,0,0.5,0.4,0.3333333333333333,0.41666666666666663,"{'plain_arch': 5, 'tented_arch': 3}"
arch,mlp_small,4,4,244668,91,10,25,6,0,0.4,0.4,0.375,0.375,"{'plain_arch': 5, 'tented_arch': 5}"
arch,mlp_small,4,5,244668,63,38,23,8,0,0.7105263157894737,0.6013824884792627,0.5832502492522433,0.7287086110090781,"{'plain_arch': 31, 'tented_arch': 7}"
arch,mlp_small,5,1,244669,84,17,27,4,0,0.7058823529411765,0.5480769230769231,0.5502645502645502,0.6903205726735138,"{'plain_arch': 13, 'tented_arch': 4}"
arch,mlp_small,5,2,244669,82,19,24,7,0,0.631578947368421,0.6458333333333333,0.5521885521885521,0.681197944355839,"{'plain_arch': 16, 'tented_arch': 3}"
arch,mlp_small,5,3,244669,91,10,28,3,0,0.4,0.47619047619047616,0.4,0.4,"{'plain_arch': 3, 'tented_arch': 7}"
arch,mlp_small,5,4,244669,73,28,22,9,0,0.7142857142857143,0.6432748538011696,0.65,0.7035714285714286,"{'plain_arch': 19, 'tented_arch': 9}"
arch,mlp_small,5,5,244669,74,27,23,8,0,0.7037037037037037,0.3958333333333333,0.41304347826086957,0.7342995169082125,"{'plain_arch': 24, 'tented_arch': 3}"
whorl,majority,1,1,244664,403,130,102,26,0,0.9461538461538461,0.3333333333333333,0.3241106719367589,0.9199756764974156,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 5, 'plain_whorl': 123}"
whorl,majority,1,2,244664,420,113,104,24,0,0.8761061946902655,0.3333333333333333,0.3113207547169811,0.8182501252295876,"{'central_pocket_loop_whorl': 8, 'double_loop_whorl': 6, 'plain_whorl': 99}"
whorl,majority,1,3,244664,432,101,103,25,0,0.9306930693069307,0.3333333333333333,0.3213675213675214,0.8972835745112974,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 6, 'plain_whorl': 94}"
whorl,majority,1,4,244664,433,100,101,27,0,0.94,0.3333333333333333,0.3230240549828179,0.9109278350515464,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 94}"
whorl,majority,1,5,244664,444,89,102,26,0,0.8651685393258427,0.3333333333333333,0.3092369477911647,0.8026262352781914,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 6, 'plain_whorl': 77}"
whorl,majority,2,1,244665,421,112,102,26,0,0.9196428571428571,0.3333333333333333,0.31937984496124033,0.8811461794019934,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 103}"
whorl,majority,2,2,244665,427,106,104,24,0,0.9056603773584906,0.3333333333333333,0.31683168316831684,0.8608257052120306,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 7, 'plain_whorl': 96}"
whorl,majority,2,3,244665,442,91,104,24,0,0.8461538461538461,0.3333333333333333,0.3055555555555555,0.7756410256410255,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 7, 'plain_whorl': 77}"
whorl,majority,2,4,244665,439,94,102,26,0,0.925531914893617,0.3333333333333333,0.32044198895027626,0.8897378629364053,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 2, 'plain_whorl': 87}"
whorl,majority,2,5,244665,403,130,100,28,0,0.9538461538461539,0.3333333333333333,0.32545931758530183,0.9313143549364022,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 124}"
whorl,majority,3,1,244666,426,107,103,25,0,0.8598130841121495,0.3333333333333333,0.3082077051926298,0.7950030526464096,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 11, 'plain_whorl': 92}"
whorl,majority,3,2,244666,406,127,102,26,0,0.937007874015748,0.3333333333333333,0.32249322493224936,0.9065360732347482,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 119}"
whorl,majority,3,3,244666,449,84,105,23,0,0.9047619047619048,0.3333333333333333,0.31666666666666665,0.8595238095238096,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 3, 'plain_whorl': 76}"
whorl,majority,3,4,244666,438,95,101,27,0,0.9578947368421052,0.3333333333333333,0.32616487455197135,0.9372948500282966,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 1, 'plain_whorl': 91}"
whorl,majority,3,5,244666,413,120,101,27,0,0.9083333333333333,0.3333333333333333,0.3173216885007278,0.8647016011644832,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 4, 'plain_whorl': 109}"
whorl,majority,4,1,244667,409,124,103,25,0,0.9516129032258065,0.3333333333333333,0.325068870523416,0.928019194881365,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 118}"
whorl,majority,4,2,244667,430,103,101,27,0,0.8446601941747572,0.3333333333333333,0.30526315789473685,0.7735309146653041,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 10, 'plain_whorl': 87}"
whorl,majority,4,3,244667,435,98,106,22,0,0.9081632653061225,0.3333333333333333,0.31729055258467026,0.8644548728582342,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 3, 'plain_whorl': 89}"
whorl,majority,4,4,244667,428,105,102,26,0,0.9238095238095239,0.3333333333333333,0.3201320132013201,0.8872230080150872,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 97}"
whorl,majority,4,5,244667,430,103,100,28,0,0.9320388349514563,0.3333333333333333,0.32160804020100503,0.8992535492998975,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 3, 'plain_whorl': 96}"
whorl,majority,5,1,244668,439,94,103,25,0,0.8617021276595744,0.3333333333333333,0.30857142857142855,0.7976899696048633,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 6, 'plain_whorl': 81}"
whorl,majority,5,2,244668,416,117,103,25,0,0.9572649572649573,0.3333333333333333,0.3260553129548763,0.9363639756652857,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 1, 'plain_whorl': 112}"
whorl,majority,5,3,244668,410,123,104,24,0,0.9349593495934959,0.3333333333333333,0.32212885154061627,0.9035321445651431,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 5, 'plain_whorl': 115}"
whorl,majority,5,4,244668,437,96,102,26,0,0.8854166666666666,0.3333333333333333,0.3130755064456722,0.8316068139963169,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 7, 'plain_whorl': 85}"
whorl,majority,5,5,244668,430,103,100,28,0,0.912621359223301,0.3333333333333333,0.31810490693739424,0.8709279976344192,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 94}"
whorl,logistic_C0.1,1,1,244664,403,130,102,26,0,0.9076923076923077,0.383739837398374,0.39244142101284957,0.9122204779347637,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 5, 'plain_whorl': 123}"
whorl,logistic_C0.1,1,2,244664,420,113,104,24,0,0.8672566371681416,0.36826599326599324,0.3849715099715099,0.832870055215188,"{'central_pocket_loop_whorl': 8, 'double_loop_whorl': 6, 'plain_whorl': 99}"
whorl,logistic_C0.1,1,3,244664,432,101,103,25,0,0.8712871287128713,0.5200945626477541,0.5145204703215752,0.9004052126419612,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 6, 'plain_whorl': 94}"
whorl,logistic_C0.1,1,4,244664,433,100,101,27,0,0.85,0.516548463356974,0.40827312650517067,0.8713302167445813,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 94}"
whorl,logistic_C0.1,1,5,244664,444,89,102,26,0,0.8651685393258427,0.48701298701298706,0.525,0.8441011235955058,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 6, 'plain_whorl': 77}"
whorl,logistic_C0.1,2,1,244665,421,112,102,26,0,0.8571428571428571,0.3550624133148405,0.36299892125134847,0.8586309523809524,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 103}"
whorl,logistic_C0.1,2,2,244665,427,106,104,24,0,0.8490566037735849,0.3125,0.30612244897959184,0.8317289179822873,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 7, 'plain_whorl': 96}"
whorl,logistic_C0.1,2,3,244665,442,91,104,24,0,0.8241758241758241,0.5411255411255411,0.48433048433048437,0.8021038790269559,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 7, 'plain_whorl': 77}"
whorl,logistic_C0.1,2,4,244665,439,94,102,26,0,0.8723404255319149,0.37701149425287356,0.37095088819226746,0.8713733075435203,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 2, 'plain_whorl': 87}"
whorl,logistic_C0.1,2,5,244665,403,130,100,28,0,0.8846153846153846,0.6344086021505376,0.498310267138719,0.9068511549602634,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 124}"
whorl,logistic_C0.1,3,1,244666,426,107,103,25,0,0.8598130841121495,0.46673254281949933,0.47517730496453897,0.8471863193477829,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 11, 'plain_whorl': 92}"
whorl,logistic_C0.1,3,2,244666,406,127,102,26,0,0.8740157480314961,0.7310924369747899,0.494471811713191,0.8893345228398174,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 119}"
whorl,logistic_C0.1,3,3,244666,449,84,105,23,0,0.8571428571428571,0.48479532163742683,0.47632971317181844,0.8567649281934997,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 3, 'plain_whorl': 76}"
whorl,logistic_C0.1,3,4,244666,438,95,101,27,0,0.9052631578947369,0.42246642246642246,0.3999068901303538,0.9176271684798588,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 1, 'plain_whorl': 91}"
whorl,logistic_C0.1,3,5,244666,413,120,101,27,0,0.8583333333333333,0.39525993883792054,0.3817663817663817,0.8458689458689459,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 4, 'plain_whorl': 109}"
whorl,logistic_C0.1,4,1,244667,409,124,103,25,0,0.9274193548387096,0.4331450094161959,0.4159132007233273,0.9223881467654437,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 118}"
whorl,logistic_C0.1,4,2,244667,430,103,101,27,0,0.8349514563106796,0.35900383141762454,0.35858585858585856,0.7840541335686968,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 10, 'plain_whorl': 87}"
whorl,logistic_C0.1,4,3,244667,435,98,106,22,0,0.8673469387755102,0.529338327091136,0.5236660389202762,0.8747953418655597,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 3, 'plain_whorl': 89}"
whorl,logistic_C0.1,4,4,244667,428,105,102,26,0,0.8476190476190476,0.3500245459008346,0.37222222222222223,0.8601587301587301,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 97}"
whorl,logistic_C0.1,4,5,244667,430,103,100,28,0,0.9029126213592233,0.8055555555555555,0.7036905746583165,0.9188437619380306,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 3, 'plain_whorl': 96}"
whorl,logistic_C0.1,5,1,244668,439,94,103,25,0,0.8404255319148937,0.4714873603762492,0.483792312105565,0.8258825575859668,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 6, 'plain_whorl': 81}"
whorl,logistic_C0.1,5,2,244668,416,117,103,25,0,0.8803418803418803,0.38690476190476186,0.38003072196620585,0.9067548938516681,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 1, 'plain_whorl': 112}"
whorl,logistic_C0.1,5,3,244668,410,123,104,24,0,0.9186991869918699,0.4357487922705314,0.45242165242165244,0.9047599193940659,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 5, 'plain_whorl': 115}"
whorl,logistic_C0.1,5,4,244668,437,96,102,26,0,0.8854166666666666,0.5438375350140056,0.5740434902284614,0.8774815923479218,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 7, 'plain_whorl': 85}"
whorl,logistic_C0.1,5,5,244668,430,103,100,28,0,0.8640776699029126,0.4037487335359676,0.4110747408619749,0.8655713218820016,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 94}"
whorl,logistic_C1,1,1,244664,403,130,102,26,0,0.8923076923076924,0.3143631436314363,0.3156462585034014,0.8959497645211931,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 5, 'plain_whorl': 123}"
whorl,logistic_C1,1,2,244664,420,113,104,24,0,0.8672566371681416,0.36826599326599324,0.3849715099715099,0.832870055215188,"{'central_pocket_loop_whorl': 8, 'double_loop_whorl': 6, 'plain_whorl': 99}"
whorl,logistic_C1,1,3,244664,432,101,103,25,0,0.8514851485148515,0.408983451536643,0.42722305017386986,0.8760089123666466,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 6, 'plain_whorl': 94}"
whorl,logistic_C1,1,4,244664,433,100,101,27,0,0.87,0.5236406619385342,0.4308660374234145,0.8841331346249379,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 94}"
whorl,logistic_C1,1,5,244664,444,89,102,26,0,0.8651685393258427,0.48701298701298706,0.525,0.8441011235955058,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 6, 'plain_whorl': 77}"
whorl,logistic_C1,2,1,244665,421,112,102,26,0,0.875,0.3615349052242256,0.3664529914529915,0.8681604853479854,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 103}"
whorl,logistic_C1,2,2,244665,427,106,104,24,0,0.8490566037735849,0.3125,0.30612244897959184,0.8317289179822873,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 7, 'plain_whorl': 96}"
whorl,logistic_C1,2,3,244665,442,91,104,24,0,0.8241758241758241,0.4978354978354978,0.4564408041697692,0.7966664757431697,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 7, 'plain_whorl': 77}"
whorl,logistic_C1,2,4,244665,439,94,102,26,0,0.8723404255319149,0.37701149425287356,0.37701149425287356,0.8723404255319149,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 2, 'plain_whorl': 87}"
whorl,logistic_C1,2,5,244665,403,130,100,28,0,0.9076923076923077,0.6424731182795699,0.5332546241637152,0.9215330124421034,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 124}"
whorl,logistic_C1,3,1,244666,426,107,103,25,0,0.8691588785046729,0.4970355731225296,0.4989868287740628,0.8545294435133369,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 11, 'plain_whorl': 92}"
whorl,logistic_C1,3,2,244666,406,127,102,26,0,0.8661417322834646,0.39775910364145656,0.39790176442536956,0.883340655379451,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 119}"
whorl,logistic_C1,3,3,244666,449,84,105,23,0,0.8690476190476191,0.4891812865497076,0.494553376906318,0.8648459383753503,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 3, 'plain_whorl': 76}"
whorl,logistic_C1,3,4,244666,438,95,101,27,0,0.9052631578947369,0.42246642246642246,0.3999068901303538,0.9176271684798588,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 1, 'plain_whorl': 91}"
whorl,logistic_C1,3,5,244666,413,120,101,27,0,0.8583333333333333,0.39525993883792054,0.3696969696969697,0.8483333333333333,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 4, 'plain_whorl': 109}"
whorl,logistic_C1,4,1,244667,409,124,103,25,0,0.9274193548387096,0.4331450094161959,0.4159132007233273,0.9223881467654437,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 118}"
whorl,logistic_C1,4,2,244667,430,103,101,27,0,0.8252427184466019,0.3846743295019157,0.3896135265700483,0.7879203602082454,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 10, 'plain_whorl': 87}"
whorl,logistic_C1,4,3,244667,435,98,106,22,0,0.8571428571428571,0.4737827715355805,0.45711610486891385,0.8581632653061224,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 3, 'plain_whorl': 89}"
whorl,logistic_C1,4,4,244667,428,105,102,26,0,0.8476190476190476,0.3058419243986254,0.3058419243986254,0.8476190476190476,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 97}"
whorl,logistic_C1,4,5,244667,430,103,100,28,0,0.912621359223301,0.8090277777777778,0.7141159494100671,0.9250916606713293,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 3, 'plain_whorl': 96}"
whorl,logistic_C1,5,1,244668,439,94,103,25,0,0.8404255319148937,0.4279835390946502,0.4166666666666667,0.8111702127659575,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 6, 'plain_whorl': 81}"
whorl,logistic_C1,5,2,244668,416,117,103,25,0,0.905982905982906,0.3958333333333333,0.4000754147812971,0.9181652937309045,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 1, 'plain_whorl': 112}"
whorl,logistic_C1,5,3,244668,410,123,104,24,0,0.926829268292683,0.5024154589371981,0.5371244635193133,0.9187637391395373,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 5, 'plain_whorl': 115}"
whorl,logistic_C1,5,4,244668,437,96,102,26,0,0.8854166666666666,0.5438375350140056,0.5740434902284614,0.8774815923479218,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 7, 'plain_whorl': 85}"
whorl,logistic_C1,5,5,244668,430,103,100,28,0,0.8543689320388349,0.4002026342451874,0.4034818228366615,0.8633469046873369,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 94}"
whorl,linear_svc_C0.1,1,1,244664,403,130,102,26,0,0.823076923076923,0.28997289972899726,0.3022598870056497,0.8579530638852673,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 5, 'plain_whorl': 123}"
whorl,linear_svc_C0.1,1,2,244664,420,113,104,24,0,0.8672566371681416,0.32996632996632996,0.30963665086887837,0.8138237637881139,"{'central_pocket_loop_whorl': 8, 'double_loop_whorl': 6, 'plain_whorl': 99}"
whorl,linear_svc_C0.1,1,3,244664,432,101,103,25,0,0.8217821782178217,0.29432624113475175,0.3007246376811594,0.8396470081790788,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 6, 'plain_whorl': 94}"
whorl,linear_svc_C0.1,1,4,244664,433,100,101,27,0,0.82,0.5059101654846335,0.42083758937691523,0.85585291113381,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 94}"
whorl,linear_svc_C0.1,1,5,244664,444,89,102,26,0,0.8539325842696629,0.4314574314574315,0.43975155279503103,0.822276502198339,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 6, 'plain_whorl': 77}"
whorl,linear_svc_C0.1,2,1,244665,421,112,102,26,0,0.8571428571428571,0.5184928340268146,0.4659197012138188,0.8623949579831933,"{'central_pocket_loop_whorl': 2, 'double_loop_whorl': 7, 'plain_whorl': 103}"
whorl,linear_svc_C0.1,2,2,244665,427,106,104,24,0,0.8679245283018868,0.3635912698412698,0.38359788359788355,0.8556454028152141,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 7, 'plain_whorl': 96}"
whorl,linear_svc_C0.1,2,3,244665,442,91,104,24,0,0.8351648351648352,0.4588744588744589,0.44513457556935815,0.8002866698518873,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 7, 'plain_whorl': 77}"
whorl,linear_svc_C0.1,2,4,244665,439,94,102,26,0,0.8404255319148937,0.36551724137931035,0.3707602339181286,0.85498320268757,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 2, 'plain_whorl': 87}"
whorl,linear_svc_C0.1,2,5,244665,403,130,100,28,0,0.8615384615384616,0.6263440860215054,0.46981436642453583,0.8923039672192214,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 124}"
whorl,linear_svc_C0.1,3,1,244666,426,107,103,25,0,0.8691588785046729,0.39031620553359686,0.4063492063492064,0.8318647085002225,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 11, 'plain_whorl': 92}"
whorl,linear_svc_C0.1,3,2,244666,406,127,102,26,0,0.84251968503937,0.7198879551820728,0.4535885167464115,0.8709440028130454,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 119}"
whorl,linear_svc_C0.1,3,3,244666,449,84,105,23,0,0.8809523809523809,0.6002923976608187,0.5759537733221943,0.8788737717309145,"{'central_pocket_loop_whorl': 5, 'double_loop_whorl': 3, 'plain_whorl': 76}"
whorl,linear_svc_C0.1,3,4,244666,438,95,101,27,0,0.8947368421052632,0.4188034188034188,0.39794007490636707,0.9119751626256652,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 1, 'plain_whorl': 91}"
whorl,linear_svc_C0.1,3,5,244666,413,120,101,27,0,0.8083333333333333,0.2966360856269113,0.2993827160493827,0.815817901234568,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 4, 'plain_whorl': 109}"
whorl,linear_svc_C0.1,4,1,244667,409,124,103,25,0,0.9354838709677419,0.544256120527307,0.48870056497175146,0.9314516129032258,"{'central_pocket_loop_whorl': 3, 'double_loop_whorl': 3, 'plain_whorl': 118}"
whorl,linear_svc_C0.1,4,2,244667,430,103,101,27,0,0.8058252427184466,0.37701149425287356,0.3707773707773708,0.7734153656483754,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 10, 'plain_whorl': 87}"
whorl,linear_svc_C0.1,4,3,244667,435,98,106,22,0,0.8469387755102041,0.5255930087390762,0.42629686697483304,0.8423320021382976,"{'central_pocket_loop_whorl': 6, 'double_loop_whorl': 3, 'plain_whorl': 89}"
whorl,linear_svc_C0.1,4,4,244667,428,105,102,26,0,0.8285714285714286,0.29896907216494845,0.3020833333333333,0.837202380952381,"{'central_pocket_loop_whorl': 1, 'double_loop_whorl': 7, 'plain_whorl': 97}"
whorl,linear_svc_C0.1,4,5,244667,430,103,100,28,0,0.8737864077669902,0.579861111111111,0.5147058823529412,0.8886480452728311,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 3, 'plain_whorl': 96}"
whorl,linear_svc_C0.1,5,1,244668,439,94,103,25,0,0.8191489361702128,0.3603762492651381,0.3682539682539683,0.7945288753799393,"{'central_pocket_loop_whorl': 7, 'double_loop_whorl': 6, 'plain_whorl': 81}"
whorl,linear_svc_C0.1,5,2,244668,416,117,103,25,0,0.905982905982906,0.31547619047619047,0.3183183183183183,0.9141449141449142,"{'central_pocket_loop_whorl': 4, 'double_loop_whorl': 1, 'plain_whorl': 112}"
